0 | 1 | 79 
1 | 4 | 75 76 79 78 
2 | 1 | 78 
3 | 1 | 75 
4 | 1 | 76 
5 | 1 | 75 
6 | 1 | 77 
7 | 1 | 77 
8 | 1 | 78 
9 | 3 | 77 78 75 
10 | 1 | 77 
11 | 2 | 78 75 
12 | 3 | 76 77 75 
13 | 1 | 77 
14 | 1 | 76 
15 | 1 | 78 
16 | 2 | 75 78 
17 | 1 | 78 
18 | 1 | 77 
19 | 1 | 76 
20 | 1 | 76 
21 | 1 | 79 
22 | 1 | 79 
23 | 1 | 78 
24 | 1 | 78 
25 | 1 | 75 
26 | 3 | 76 75 77 
27 | 2 | 79 76 
28 | 1 | 76 
29 | 1 | 76 
30 | 2 | 78 77 
31 | 1 | 78 
32 | 1 | 79 
33 | 1 | 75 
34 | 1 | 77 
35 | 1 | 76 
36 | 1 | 76 
37 | 1 | 77 
38 | 3 | 78 75 77 
39 | 1 | 78 
40 | 1 | 79 
41 | 1 | 79 
42 | 1 | 79 
43 | 1 | 78 
44 | 1 | 76 
45 | 2 | 75 77 
46 | 1 | 76 
47 | 1 | 76 
48 | 2 | 78 79 
49 | 1 | 78 
50 | 1 | 78 
51 | 3 | 75 76 77 
52 | 1 | 77 
53 | 3 | 77 76 75 
54 | 1 | 78 
55 | 1 | 79 
56 | 1 | 76 
57 | 3 | 77 75 78 
58 | 1 | 77 
59 | 1 | 76 
60 | 2 | 76 79 
61 | 1 | 79 
62 | 1 | 79 
63 | 1 | 79 
64 | 1 | 77 
65 | 1 | 77 
66 | 1 | 75 
67 | 1 | 75 
68 | 1 | 76 
69 | 1 | 76 
70 | 1 | 76 
71 | 3 | 78 75 77 
72 | 1 | 79 
73 | 1 | 76 
74 | 1 | 75 
75 | 1 | 75 
76 | 1 | 76 
77 | 1 | 77 
78 | 1 | 78 
79 | 1 | 79 
0.853333
