0 | 1 | 240 
1 | 1 | 240 
2 | 1 | 240 
3 | 1 | 240 
4 | 1 | 240 
5 | 1 | 240 
6 | 1 | 240 
7 | 1 | 240 
8 | 1 | 240 
9 | 1 | 240 
10 | 1 | 240 
11 | 1 | 240 
12 | 1 | 240 
13 | 1 | 240 
14 | 1 | 240 
15 | 1 | 240 
16 | 1 | 240 
17 | 1 | 240 
18 | 1 | 240 
19 | 1 | 240 
20 | 1 | 240 
21 | 1 | 240 
22 | 1 | 240 
23 | 1 | 240 
24 | 2 | 240 245 
25 | 1 | 240 
26 | 4 | 240 243 245 244 
27 | 1 | 240 
28 | 1 | 240 
29 | 2 | 240 241 
30 | 1 | 240 
31 | 4 | 240 241 243 242 
32 | 2 | 240 245 
33 | 2 | 240 245 
34 | 4 | 240 243 245 244 
35 | 1 | 240 
36 | 2 | 240 243 
37 | 2 | 240 241 
38 | 2 | 240 241 
39 | 4 | 240 241 243 242 
40 | 1 | 241 
41 | 1 | 241 
42 | 1 | 241 
43 | 1 | 241 
44 | 1 | 241 
45 | 1 | 241 
46 | 1 | 241 
47 | 1 | 241 
48 | 1 | 241 
49 | 1 | 241 
50 | 1 | 241 
51 | 1 | 241 
52 | 1 | 241 
53 | 1 | 241 
54 | 1 | 241 
55 | 1 | 241 
56 | 1 | 241 
57 | 1 | 241 
58 | 1 | 241 
59 | 1 | 241 
60 | 1 | 241 
61 | 1 | 241 
62 | 1 | 241 
63 | 1 | 241 
64 | 2 | 241 240 
65 | 1 | 241 
66 | 4 | 241 240 242 243 
67 | 1 | 241 
68 | 1 | 241 
69 | 1 | 241 
70 | 1 | 241 
71 | 2 | 241 242 
72 | 2 | 241 240 
73 | 2 | 241 240 
74 | 4 | 241 240 242 243 
75 | 1 | 241 
76 | 2 | 241 242 
77 | 1 | 241 
78 | 1 | 241 
79 | 2 | 241 242 
80 | 1 | 242 
81 | 1 | 242 
82 | 1 | 242 
83 | 1 | 242 
84 | 1 | 242 
85 | 1 | 242 
86 | 1 | 242 
87 | 1 | 242 
88 | 1 | 242 
89 | 1 | 242 
90 | 1 | 242 
91 | 1 | 242 
92 | 1 | 242 
93 | 1 | 242 
94 | 1 | 242 
95 | 1 | 242 
96 | 1 | 242 
97 | 1 | 242 
98 | 1 | 242 
99 | 1 | 242 
100 | 1 | 242 
101 | 1 | 242 
102 | 1 | 242 
103 | 1 | 242 
104 | 4 | 242 241 243 240 
105 | 1 | 242 
106 | 2 | 242 243 
107 | 1 | 242 
108 | 1 | 242 
109 | 2 | 242 241 
110 | 1 | 242 
111 | 1 | 242 
112 | 4 | 242 241 243 240 
113 | 2 | 242 243 
114 | 2 | 242 243 
115 | 2 | 242 241 
116 | 1 | 242 
117 | 2 | 242 241 
118 | 1 | 242 
119 | 1 | 242 
120 | 1 | 243 
121 | 1 | 243 
122 | 1 | 243 
123 | 1 | 243 
124 | 1 | 243 
125 | 1 | 243 
126 | 1 | 243 
127 | 1 | 243 
128 | 1 | 243 
129 | 1 | 243 
130 | 1 | 243 
131 | 1 | 243 
132 | 1 | 243 
133 | 1 | 243 
134 | 1 | 243 
135 | 1 | 243 
136 | 1 | 243 
137 | 1 | 243 
138 | 1 | 243 
139 | 1 | 243 
140 | 1 | 243 
141 | 1 | 243 
142 | 1 | 243 
143 | 1 | 243 
144 | 4 | 243 240 244 245 
145 | 1 | 243 
146 | 2 | 243 244 
147 | 1 | 243 
148 | 1 | 243 
149 | 4 | 243 240 242 241 
150 | 1 | 243 
151 | 2 | 243 242 
152 | 4 | 243 240 244 245 
153 | 2 | 243 244 
154 | 2 | 243 244 
155 | 2 | 243 240 
156 | 1 | 243 
157 | 4 | 243 240 242 241 
158 | 2 | 243 242 
159 | 2 | 243 242 
160 | 1 | 244 
161 | 1 | 244 
162 | 1 | 244 
163 | 1 | 244 
164 | 1 | 244 
165 | 1 | 244 
166 | 1 | 244 
167 | 1 | 244 
168 | 1 | 244 
169 | 1 | 244 
170 | 1 | 244 
171 | 1 | 244 
172 | 1 | 244 
173 | 1 | 244 
174 | 1 | 244 
175 | 1 | 244 
176 | 1 | 244 
177 | 1 | 244 
178 | 1 | 244 
179 | 1 | 244 
180 | 1 | 244 
181 | 1 | 244 
182 | 1 | 244 
183 | 1 | 244 
184 | 2 | 244 245 
185 | 1 | 244 
