0 | 1 | 148 
1 | 3 | 148 146 149 
2 | 1 | 147 
3 | 1 | 145 
4 | 1 | 147 
5 | 2 | 148 146 
6 | 1 | 144 
7 | 2 | 145 147 
8 | 2 | 147 148 
9 | 1 | 145 
10 | 2 | 144 149 
11 | 2 | 147 146 
12 | 4 | 149 144 145 147 
13 | 1 | 148 
14 | 3 | 146 149 147 
15 | 2 | 145 147 
16 | 1 | 149 
17 | 1 | 145 
18 | 1 | 147 
19 | 3 | 149 144 148 
20 | 1 | 148 
21 | 2 | 145 147 
22 | 1 | 145 
23 | 2 | 146 149 
24 | 1 | 144 
25 | 1 | 147 
26 | 1 | 144 
27 | 1 | 144 
28 | 1 | 144 
29 | 1 | 148 
30 | 3 | 148 146 149 
31 | 1 | 146 
32 | 1 | 146 
33 | 2 | 144 145 
34 | 1 | 145 
35 | 1 | 148 
36 | 3 | 146 148 147 
37 | 2 | 145 147 
38 | 1 | 144 
39 | 1 | 144 
40 | 2 | 146 148 
41 | 1 | 145 
42 | 1 | 149 
43 | 1 | 149 
44 | 1 | 146 
45 | 1 | 146 
46 | 1 | 144 
47 | 3 | 148 146 149 
48 | 2 | 147 146 
49 | 1 | 145 
50 | 1 | 145 
51 | 1 | 148 
52 | 1 | 144 
53 | 1 | 149 
54 | 3 | 149 146 148 
55 | 1 | 146 
56 | 1 | 144 
57 | 1 | 148 
58 | 1 | 149 
59 | 1 | 148 
60 | 2 | 145 147 
61 | 2 | 146 148 
62 | 2 | 144 145 
63 | 1 | 148 
64 | 2 | 147 149 
65 | 1 | 144 
66 | 1 | 148 
67 | 1 | 146 
68 | 2 | 147 146 
69 | 1 | 148 
70 | 1 | 149 
71 | 1 | 149 
72 | 1 | 144 
73 | 4 | 145 144 147 149 
74 | 1 | 149 
75 | 1 | 148 
76 | 4 | 147 146 149 144 
77 | 3 | 149 144 148 
78 | 1 | 148 
79 | 1 | 144 
80 | 4 | 149 146 148 144 
81 | 2 | 144 149 
82 | 1 | 148 
83 | 1 | 144 
84 | 1 | 148 
85 | 1 | 148 
86 | 2 | 148 146 
87 | 2 | 146 147 
88 | 1 | 148 
89 | 2 | 145 147 
90 | 1 | 146 
91 | 3 | 146 149 148 
92 | 1 | 144 
93 | 1 | 148 
94 | 1 | 148 
95 | 1 | 144 
96 | 4 | 145 144 147 149 
97 | 1 | 149 
98 | 1 | 149 
99 | 1 | 148 
100 | 1 | 144 
101 | 1 | 144 
102 | 1 | 145 
103 | 1 | 145 
104 | 1 | 148 
105 | 1 | 145 
106 | 1 | 148 
107 | 1 | 146 
108 | 2 | 144 145 
109 | 1 | 147 
110 | 1 | 149 
111 | 1 | 148 
112 | 2 | 145 146 
113 | 1 | 144 
114 | 1 | 149 
115 | 2 | 144 146 
116 | 2 | 148 146 
117 | 1 | 145 
118 | 2 | 146 147 
119 | 1 | 147 
120 | 2 | 146 147 
121 | 1 | 144 
122 | 1 | 149 
123 | 1 | 148 
124 | 1 | 146 
125 | 2 | 146 145 
126 | 4 | 145 144 147 149 
127 | 1 | 145 
128 | 1 | 144 
129 | 1 | 149 
130 | 3 | 148 149 146 
131 | 1 | 147 
132 | 1 | 145 
133 | 1 | 147 
134 | 1 | 146 
135 | 2 | 146 148 
136 | 2 | 148 149 
137 | 1 | 148 
138 | 3 | 147 146 149 
139 | 2 | 145 144 
140 | 2 | 144 149 
141 | 2 | 147 145 
142 | 2 | 147 148 
143 | 1 | 149 
144 | 1 | 144 
145 | 1 | 145 
146 | 1 | 146 
147 | 1 | 147 
148 | 1 | 148 
149 | 1 | 149 
0.6875
