0 | 2
1 | 1
2 | 1
3 | 1
4 | 1
5 | 1
6 | 1
7 | 1
8 | 1
9 | 1
10 | 1
11 | 1
12 | 1
13 | 1
14 | 2
15 | 2
16 | 2
17 | 1
18 | 2
19 | 2
20 | 2
21 | 1
22 | 1
23 | 2
24 | 1
25 | 1
26 | 1
27 | 1
28 | 2
29 | 1
30 | 2
31 | 2
32 | 2
33 | 1
34 | 1
35 | 1
36 | 1
37 | 1
38 | 1
39 | 2
40 | 1
41 | 1
42 | 1
43 | 1
44 | 1
45 | 1
46 | 1
47 | 1
48 | 1
49 | 1
50 | 2
51 | 2
52 | 1
53 | 1
54 | 1
55 | 1
56 | 1
57 | 1
58 | 2
59 | 2
60 | 1
61 | 1
62 | 1
63 | 1
64 | 1
65 | 1
66 | 2
67 | 2
68 | 1
69 | 2
70 | 2
71 | 2
72 | 1
73 | 1
74 | 2
75 | 1
76 | 1
77 | 2
78 | 1
79 | 1
80 | 1
81 | 1
82 | 1
83 | 1
84 | 1
85 | 1
86 | 1
87 | 1
88 | 1
89 | 1
90 | 1
91 | 1
92 | 1
93 | 1
94 | 1
95 | 1
96 | 2
97 | 1
98 | 2
99 | 2
100 | 1
101 | 2
102 | 1
103 | 1
104 | 1
105 | 1
106 | 1
107 | 2
108 | 2
109 | 2
110 | 1
111 | 1
112 | 1
113 | 1
114 | 1
115 | 2
116 | 1
117 | 1
118 | 1
119 | 1
120 | 1
121 | 1
122 | 1
123 | 1
124 | 1
125 | 1
126 | 2
127 | 1
128 | 1
129 | 1
130 | 1
131 | 2
132 | 1
133 | 2
134 | 1
135 | 2
136 | 1
137 | 2
138 | 2
139 | 1
140 | 1
141 | 2
142 | 1
143 | 1
144 | 2
145 | 1
146 | 2
147 | 1
148 | 1
149 | 1
150 | 1
151 | 1
152 | 1
153 | 1
154 | 2
155 | 1
156 | 1
157 | 2
158 | 2
159 | 1
160 | 1
161 | 2
162 | 1
163 | 1
164 | 1
165 | 1
166 | 1
167 | 1
168 | 2
169 | 1
170 | 2
171 | 1
172 | 1
173 | 1
174 | 1
175 | 1
176 | 1
177 | 1
178 | 1
179 | 1
180 | 2
181 | 1
182 | 1
183 | 1
184 | 2
185 | 2
186 | 1
187 | 1
188 | 1
189 | 1
190 | 1
191 | 1
192 | 1
193 | 1
194 | 1
195 | 1
196 | 1
197 | 1
198 | 1
199 | 1
200 | 2
201 | 2
202 | 1
203 | 1
204 | 2
205 | 1
206 | 1
207 | 1
208 | 2
209 | 1
210 | 2
211 | 1
212 | 1
213 | 1
214 | 2
215 | 1
216 | 1
217 | 1
218 | 2
219 | 1
220 | 2
221 | 1
222 | 1
223 | 1
224 | 1
225 | 2
226 | 2
227 | 1
228 | 2
229 | 1
230 | 2
231 | 2
232 | 1
233 | 2
234 | 1
235 | 1
236 | 1
237 | 1
238 | 1
239 | 1
240 | 1
241 | 1
242 | 2
243 | 2
244 | 1
245 | 1
246 | 1
247 | 1
248 | 1
249 | 1
250 | 1
0.742972
