0 | 2
1 | 2
2 | 3
3 | 2
4 | 1
5 | 2
6 | 2
7 | 3
8 | 2
9 | 2
10 | 2
11 | 1
12 | 2
13 | 2
14 | 2
15 | 3
16 | 2
17 | 2
18 | 2
19 | 2
20 | 2
21 | 2
22 | 2
23 | 2
24 | 2
25 | 2
26 | 1
27 | 2
28 | 2
29 | 2
30 | 2
31 | 1
32 | 2
33 | 1
34 | 2
35 | 2
36 | 2
37 | 1
38 | 2
39 | 2
40 | 2
41 | 2
42 | 2
43 | 2
44 | 2
45 | 2
46 | 2
47 | 2
48 | 1
49 | 1
50 | 2
51 | 1
52 | 2
53 | 2
54 | 2
55 | 1
56 | 2
57 | 2
58 | 1
59 | 2
60 | 1
61 | 2
62 | 2
63 | 2
64 | 1
65 | 1
66 | 1
67 | 2
68 | 2
69 | 2
70 | 2
71 | 2
72 | 2
73 | 3
74 | 1
75 | 2
76 | 2
77 | 2
78 | 1
79 | 1
80 | 2
81 | 2
82 | 1
83 | 2
84 | 2
85 | 1
86 | 2
87 | 2
88 | 2
89 | 1
90 | 2
91 | 2
92 | 2
93 | 1
94 | 1
95 | 2
96 | 2
97 | 2
98 | 2
99 | 2
100 | 2
101 | 2
102 | 1
103 | 3
104 | 2
105 | 2
106 | 2
107 | 2
108 | 2
109 | 2
110 | 2
111 | 3
112 | 1
113 | 2
114 | 2
115 | 3
116 | 2
117 | 3
118 | 2
119 | 2
120 | 2
121 | 2
122 | 3
123 | 2
124 | 2
125 | 3
126 | 2
127 | 2
128 | 1
129 | 1
130 | 2
131 | 2
132 | 1
133 | 2
134 | 3
135 | 2
136 | 2
137 | 2
138 | 2
139 | 2
140 | 2
141 | 2
142 | 2
143 | 2
144 | 2
145 | 3
146 | 1
147 | 2
148 | 2
149 | 2
150 | 1
151 | 1
152 | 2
153 | 2
154 | 2
155 | 2
156 | 2
157 | 2
158 | 2
159 | 2
160 | 2
161 | 1
162 | 2
163 | 2
164 | 2
165 | 2
166 | 2
167 | 2
168 | 2
169 | 2
170 | 2
171 | 2
172 | 1
173 | 2
174 | 2
175 | 2
176 | 2
177 | 2
178 | 2
179 | 1
180 | 2
181 | 2
182 | 2
183 | 2
184 | 2
185 | 2
186 | 2
187 | 2
188 | 2
189 | 2
190 | 1
191 | 2
192 | 2
193 | 2
194 | 2
195 | 2
196 | 2
197 | 2
198 | 2
199 | 2
200 | 1
201 | 2
202 | 2
203 | 1
204 | 2
205 | 1
206 | 2
207 | 2
208 | 2
209 | 2
210 | 1
211 | 2
212 | 3
213 | 2
214 | 3
215 | 1
216 | 1
217 | 2
218 | 2
219 | 2
220 | 1
221 | 2
222 | 2
223 | 2
224 | 2
225 | 2
226 | 2
227 | 2
228 | 2
229 | 2
230 | 2
231 | 2
232 | 2
233 | 2
234 | 2
235 | 2
236 | 2
237 | 2
238 | 2
239 | 2
240 | 2
241 | 1
242 | 2
243 | 2
244 | 1
245 | 2
246 | 2
247 | 2
248 | 2
249 | 2
250 | 2
251 | 2
0.176707
