0 | 1 | 101 
1 | 1 | 100 
2 | 1 | 101 
3 | 1 | 100 
4 | 2 | 100 101 
5 | 1 | 100 
6 | 1 | 101 
7 | 2 | 101 100 
8 | 1 | 101 
9 | 1 | 101 
10 | 1 | 101 
11 | 2 | 100 101 
12 | 1 | 100 
13 | 1 | 100 
14 | 1 | 100 
15 | 1 | 100 
16 | 2 | 100 101 
17 | 2 | 101 100 
18 | 1 | 101 
19 | 1 | 101 
20 | 1 | 100 
21 | 1 | 100 
22 | 1 | 100 
23 | 2 | 100 101 
24 | 2 | 100 101 
25 | 1 | 100 
26 | 1 | 101 
27 | 2 | 101 100 
28 | 2 | 101 100 
29 | 1 | 101 
30 | 1 | 101 
31 | 1 | 101 
32 | 1 | 101 
33 | 1 | 101 
34 | 1 | 101 
35 | 1 | 101 
36 | 1 | 100 
37 | 1 | 100 
38 | 1 | 100 
39 | 1 | 100 
40 | 1 | 100 
41 | 1 | 100 
42 | 1 | 100 
43 | 1 | 100 
44 | 2 | 101 100 
45 | 2 | 101 100 
46 | 1 | 101 
47 | 1 | 101 
48 | 1 | 101 
49 | 1 | 101 
50 | 1 | 101 
51 | 1 | 101 
52 | 1 | 100 
53 | 2 | 100 101 
54 | 2 | 100 101 
55 | 1 | 100 
56 | 1 | 100 
57 | 1 | 100 
58 | 1 | 100 
59 | 2 | 100 101 
60 | 1 | 100 
61 | 1 | 101 
62 | 1 | 101 
63 | 1 | 101 
64 | 1 | 101 
65 | 1 | 101 
66 | 1 | 100 
67 | 2 | 101 100 
68 | 1 | 101 
69 | 1 | 101 
70 | 1 | 101 
71 | 1 | 100 
72 | 1 | 100 
73 | 1 | 100 
74 | 1 | 100 
75 | 1 | 101 
76 | 1 | 101 
77 | 1 | 101 
78 | 1 | 101 
79 | 2 | 101 100 
80 | 1 | 101 
81 | 1 | 101 
82 | 2 | 101 100 
83 | 2 | 100 101 
84 | 1 | 100 
85 | 1 | 100 
86 | 1 | 100 
87 | 1 | 101 
88 | 2 | 100 101 
89 | 1 | 101 
90 | 1 | 100 
91 | 1 | 100 
92 | 1 | 100 
93 | 1 | 100 
94 | 1 | 100 
95 | 1 | 100 
96 | 1 | 100 
97 | 1 | 100 
98 | 1 | 100 
99 | 1 | 100 
100 | 1 | 100 
101 | 1 | 101 
0.83
